user_id,hotel_name,rating,price,near_station,restaurant,entertain,shopping_mall,convenience_store,trip_type,companion,star,district,destination
,Gulliver's Tavern Hotel,2.6,0.136015189,0.097560976,0.243902439,0.243902439,0.195121951,0.219512195,leisure,family,3,Wattana, Bangkok
,Gulliver's Tavern Hotel,2.6,0.136015189,0.097560976,0.243902439,0.243902439,0.195121951,0.219512195,business,family,3,Wattana, Bangkok
,Hansar Bangkok,4.2,0.314441676,0.196428571,0.357142857,0.053571429,0.25,0.142857143,leisure,family,5,Pathumwan, Bangkok
,Hansar Bangkok,4.2,0.155215379,0.196428571,0.357142857,0.053571429,0.25,0.142857143,business,solo,5,Pathumwan, Bangkok
,Hansar Bangkok,4.2,0.155215379,0.196428571,0.357142857,0.053571429,0.25,0.142857143,leisure,solo,5,Pathumwan, Bangkok
,Happy 3,4.2,0.071935446,0.254237288,0.338983051,0.050847458,0.220338983,0.13559322,business,family,3,Phaya Thai, Bangkok
,Happy 3,4.2,0.105161979,0.254237288,0.338983051,0.050847458,0.220338983,0.13559322,leisure,friend,3,Phaya Thai, Bangkok
,Happy 3,4.2,0.071935446,0.254237288,0.338983051,0.050847458,0.220338983,0.13559322,leisure,family,3,Phaya Thai, Bangkok
,Happy Monkey Hostel Bangkok,4.2,0.00666904,0.175675676,0.27027027,0.013513514,0.27027027,0.27027027,leisure,solo,No preference,Pathumwan, Bangkok
,Happy Monkey Hostel Bangkok,4.2,0.00666904,0.175675676,0.27027027,0.013513514,0.27027027,0.27027027,business,solo,No preference,Pathumwan, Bangkok
,Heaven@4,2.6,0.03158894,0.118644068,0.338983051,0.13559322,0.186440678,0.220338983,business,family,3,Khlong Toei, Bangkok
,Here Hostel Bangkok,4.2,0.00761837,0.307692308,0.307692308,0.107692308,0.123076923,0.153846154,business,solo,2,Bangkok,0
,Here Hostel Bangkok,4.2,0.042743562,0.307692308,0.307692308,0.107692308,0.123076923,0.153846154,business,friend,2,Bangkok,0
,Here Hostel Bangkok,4.2,0.00761837,0.307692308,0.307692308,0.107692308,0.123076923,0.153846154,leisure,solo,2,Bangkok,0
,Here Hostel Bangkok,4.2,0.042743562,0.307692308,0.307692308,0.107692308,0.123076923,0.153846154,leisure,friend,2,Bangkok,0
,Here Hostel Bangkok,4.2,0.019484989,0.307692308,0.307692308,0.107692308,0.123076923,0.153846154,business,couple,2,Bangkok,0
,Here Hostel Bangkok,4.2,0.019484989,0.307692308,0.307692308,0.107692308,0.123076923,0.153846154,leisure,couple,2,Bangkok,0
,Hide Bangkok Hostel,4.2,0.026248962,0.128205128,0.512820513,0.076923077,0.128205128,0.153846154,business,friend,3,Khlong Toei, Bangkok
,Hide Bangkok Hostel,4.2,0.020908983,0.128205128,0.512820513,0.076923077,0.128205128,0.153846154,business,family,3,Khlong Toei, Bangkok
,Hide Bangkok Hostel,4.2,0.026248962,0.128205128,0.512820513,0.076923077,0.128205128,0.153846154,leisure,friend,3,Khlong Toei, Bangkok
,Hide Bangkok Hostel,4.2,0.002230924,0.128205128,0.512820513,0.076923077,0.128205128,0.153846154,leisure,solo,3,Khlong Toei, Bangkok
,Hide Bangkok Hostel,4.2,0.020908983,0.128205128,0.512820513,0.076923077,0.128205128,0.153846154,leisure,family,3,Khlong Toei, Bangkok
,Hide Bangkok Hostel,4.2,0.002230924,0.128205128,0.512820513,0.076923077,0.128205128,0.153846154,business,solo,3,Khlong Toei, Bangkok
,Hide Bangkok Hostel,4.2,0.013789012,0.128205128,0.512820513,0.076923077,0.128205128,0.153846154,leisure,couple,3,Khlong Toei, Bangkok
,Hide Bangkok Hostel,4.2,0.013789012,0.128205128,0.512820513,0.076923077,0.128205128,0.153846154,business,couple,3,Khlong Toei, Bangkok
,Hilton Sukhumvit Bangkok,2.6,0.090969503,0.08974359,0.256410256,0.256410256,0.230769231,0.166666667,business,solo,5,Khlong Toei, Bangkok
,Hilton Sukhumvit Bangkok,2.6,0.090969503,0.08974359,0.256410256,0.256410256,0.230769231,0.166666667,leisure,solo,5,Khlong Toei, Bangkok
,Holiday Inn Bangkok Silom,2.6,0.159677228,0.204819277,0.240963855,0.072289157,0.240963855,0.240963855,business,family,4,Bang Rak, Bangkok
,Holiday Inn Express Bangkok Sathorn,4.2,0.098065741,0.215053763,0.215053763,0.139784946,0.215053763,0.215053763,leisure,friend,3,Bang Rak, Bangkok
,Holiday Inn Express Bangkok Sathorn,4.2,0.047015545,0.215053763,0.215053763,0.139784946,0.215053763,0.215053763,leisure,solo,3,Bang Rak, Bangkok
,Holiday Inn Express Bangkok Sathorn,4.2,0.047015545,0.215053763,0.215053763,0.139784946,0.215053763,0.215053763,business,couple,3,Bang Rak, Bangkok
,Holiday Inn Express Bangkok Sathorn,4.2,0.098065741,0.215053763,0.215053763,0.139784946,0.215053763,0.215053763,business,friend,3,Bang Rak, Bangkok
,Holiday Inn Express Bangkok Sathorn,4.2,0.047015545,0.215053763,0.215053763,0.139784946,0.215053763,0.215053763,leisure,couple,3,Bang Rak, Bangkok
,Home Base Hostel,4.2,0.010229026,0.216216216,0.27027027,0.094594595,0.148648649,0.27027027,business,couple,No preference,Bang Rak, Bangkok
,Home Base Hostel,4.2,0.014026344,0.216216216,0.27027027,0.094594595,0.148648649,0.27027027,business,friend,No preference,Bang Rak, Bangkok
,Home Base Hostel,4.2,0.000498398,0.216216216,0.27027027,0.094594595,0.148648649,0.27027027,business,solo,No preference,Bang Rak, Bangkok
,Home Base Hostel,4.2,0.010229026,0.216216216,0.27027027,0.094594595,0.148648649,0.27027027,leisure,couple,No preference,Bang Rak, Bangkok
,Homie Hostel & Cafe,4.2,0.005482378,0.125,0.277777778,0.194444444,0.125,0.277777778,leisure,solo,3,Wattana, Bangkok
,Homie Hostel & Cafe,4.2,0.024468969,0.125,0.277777778,0.194444444,0.125,0.277777778,business,couple,3,Wattana, Bangkok
,Homie Hostel & Cafe,4.2,0.005482378,0.125,0.277777778,0.194444444,0.125,0.277777778,business,solo,3,Wattana, Bangkok
,Honey House 2,1,0.019722321,0,0.408163265,0.224489796,0.06122449,0.306122449,business,family,3,Khlong Toei, Bangkok
,Honey Place Guesthouse,4.2,0.010229026,0.202020202,0.202020202,0.202020202,0.191919192,0.202020202,leisure,couple,No preference,Bangkok,0
,Honey Place Guesthouse,4.2,0.010229026,0.202020202,0.202020202,0.202020202,0.191919192,0.202020202,business,couple,No preference,Bangkok,0
,Honey Place Guesthouse,4.2,0.004295716,0.202020202,0.202020202,0.202020202,0.191919192,0.202020202,leisure,solo,No preference,Bangkok,0
,Hoppers Place Donmuang Hostel,4.2,0.012365017,0,0.8,0.12,0,0.08,leisure,couple,No preference,Donmuang, Bangkok
,Hostel At Thonglor,4.2,0.005007713,0.192307692,0.384615385,0.173076923,0.115384615,0.134615385,business,solo,No preference,Wattana, Bangkok
,Hostel At Thonglor,4.2,0.005007713,0.192307692,0.384615385,0.173076923,0.115384615,0.134615385,leisure,solo,No preference,Wattana, Bangkok
,Hostel Thonglo7,4.2,0.038708912,0,0.350877193,0.228070175,0.350877193,0.070175439,business,family,No preference,Wattana, Bangkok
,Hostel Thonglo7,4.2,0.050575531,0,0.350877193,0.228070175,0.350877193,0.070175439,business,friend,No preference,Wattana, Bangkok
,Hotel Icon Bangkok,3.4,0.052379257,0.131147541,0.327868852,0.131147541,0.163934426,0.245901639,leisure,couple,4,Khlong Toei, Bangkok
,Hotel Icon Bangkok,3.4,0.106680907,0.131147541,0.327868852,0.131147541,0.163934426,0.245901639,business,friend,4,Khlong Toei, Bangkok
,Hotel Icon Bangkok,3.4,0.106680907,0.131147541,0.327868852,0.131147541,0.163934426,0.245901639,leisure,family,4,Khlong Toei, Bangkok
,Hotel Icon Bangkok,3.4,0.106680907,0.131147541,0.327868852,0.131147541,0.163934426,0.245901639,business,family,4,Khlong Toei, Bangkok
,Hotel Icon Bangkok,3.4,0.052379257,0.131147541,0.327868852,0.131147541,0.163934426,0.245901639,business,couple,4,Khlong Toei, Bangkok
,Hotel Indigo Bangkok Wireless Road,4.2,0.112187018,0.227848101,0.253164557,0.063291139,0.240506329,0.215189873,business,solo,5,Pathumwan, Bangkok
,Hotel Muse Bangkok Langsuan - MGallery Collection,4.2,0.117930462,0.256410256,0.256410256,0.076923077,0.230769231,0.179487179,business,solo,5,Pathumwan, Bangkok
,Hotel Muse Bangkok Langsuan - MGallery Collection,4.2,0.117930462,0.256410256,0.256410256,0.076923077,0.230769231,0.179487179,leisure,solo,5,Pathumwan, Bangkok
,"Hotel Solo, Sukhumvit 2, Bangkok",2.6,0.095668684,0.05,0.5,0.125,0.125,0.2,business,family,4,Khlong Toei, Bangkok
,I Rich Residence,4.2,0.038685179,0,0.8,0,0,0.2,leisure,family,No preference,Donmuang, Bangkok
,I Rich Residence,4.2,0.038685179,0,0.8,0,0,0.2,business,family,No preference,Donmuang, Bangkok
,I Rich Residence,4.2,0.017348997,0,0.8,0,0,0.2,leisure,couple,No preference,Donmuang, Bangkok
,I Rich Residence,4.2,0.017348997,0,0.8,0,0,0.2,business,couple,No preference,Donmuang, Bangkok
,I-Sleep Silom Hostel,2.6,0.033724932,0.174418605,0.23255814,0.127906977,0.23255814,0.23255814,leisure,friend,2,Bang Rak, Bangkok
,I-Sleep Silom Hostel,2.6,0.033724932,0.174418605,0.23255814,0.127906977,0.23255814,0.23255814,business,friend,2,Bang Rak, Bangkok
,Ibis Styles Bangkok Sukhumvit 50,3.4,0.028669752,0,0.666666667,0.333333333,0,0,leisure,couple,3,Khlong Toei, Bangkok
,Ibis Styles Bangkok Sukhumvit 50,3.4,0.032300937,0,0.666666667,0.333333333,0,0,leisure,family,3,Khlong Toei, Bangkok
,Ibrik Resort by the river,4.2,0.071935446,0.276595745,0.425531915,0.021276596,0.127659574,0.14893617,business,solo,3,Bangkok,0
,Ibrik Resort by the river,4.2,0.071935446,0.276595745,0.425531915,0.021276596,0.127659574,0.14893617,leisure,solo,3,Bangkok,0
,In a Box Hostel,4.2,0.03158894,0.281690141,0.281690141,0.042253521,0.14084507,0.253521127,leisure,friend,1,Pathumwan, Bangkok
,Inn Stations Hostel,4.2,0.002088525,0.37037037,0.37037037,0.074074074,0.037037037,0.148148148,business,solo,No preference,Bangkok,0
,InterContinental Bangkok,4.2,0.151299395,0.168831169,0.25974026,0.155844156,0.25974026,0.155844156,business,solo,5,Pathumwan, Bangkok
,InterContinental Bangkok,4.2,0.306609707,0.168831169,0.25974026,0.155844156,0.25974026,0.155844156,leisure,friend,5,Pathumwan, Bangkok
,J No.14,2.6,0.038708912,0.057692308,0.384615385,0.346153846,0.038461538,0.173076923,business,solo,No preference,Bangkok,0
,JC House,4.2,0.002634389,0.257575758,0.303030303,0.212121212,0.015151515,0.212121212,leisure,solo,No preference,Bangkok,0
,JC House,4.2,0.02257031,0.257575758,0.303030303,0.212121212,0.015151515,0.212121212,leisure,friend,No preference,Bangkok,0
,JW Marriott Hotel Bangkok,4.2,0.335398125,0.189189189,0.27027027,0.162162162,0.162162162,0.216216216,leisure,friend,5,Bangkok,0
,JW Marriott Hotel Bangkok,4.2,0.146837546,0.189189189,0.27027027,0.162162162,0.162162162,0.216216216,business,solo,5,Bangkok,0
,JW Marriott Hotel Bangkok,4.2,0.233440133,0.189189189,0.27027027,0.162162162,0.162162162,0.216216216,leisure,family,5,Bangkok,0
,JW Marriott Hotel Bangkok,4.2,0.146837546,0.189189189,0.27027027,0.162162162,0.162162162,0.216216216,leisure,solo,5,Bangkok,0
,JW Marriott Hotel Bangkok,4.2,0.146837546,0.189189189,0.27027027,0.162162162,0.162162162,0.216216216,business,couple,5,Bangkok,0
,Jade's house,2.6,0.016162335,0.243902439,0.243902439,0.170731707,0.097560976,0.243902439,business,family,1,Bangkok,0
,Jasmine City Hotel,2.6,0.178735018,0.182795699,0.215053763,0.215053763,0.172043011,0.215053763,leisure,family,4,Wattana, Bangkok
,Jasmine Resort Bangkok,2.6,0.121300581,0.232876712,0.273972603,0.136986301,0.164383562,0.191780822,leisure,family,4,Wattana, Bangkok
,K Maison Boutique Hotel,4.2,0.055322179,0.186666667,0.266666667,0.146666667,0.133333333,0.266666667,leisure,solo,4,Pathumwan, Bangkok
,K Maison Boutique Hotel,4.2,0.055322179,0.186666667,0.266666667,0.146666667,0.133333333,0.266666667,business,couple,4,Pathumwan, Bangkok
,K Maison Boutique Hotel,4.2,0.114655275,0.186666667,0.266666667,0.146666667,0.133333333,0.266666667,leisure,friend,4,Pathumwan, Bangkok
,K Maison Boutique Hotel,4.2,0.055322179,0.186666667,0.266666667,0.146666667,0.133333333,0.266666667,leisure,couple,4,Pathumwan, Bangkok
,K Maison Boutique Hotel,4.2,0.114655275,0.186666667,0.266666667,0.146666667,0.133333333,0.266666667,business,friend,4,Pathumwan, Bangkok
,Kama Bangkok,4.2,0.016281002,0,0.555555556,0.111111111,0.111111111,0.222222222,business,couple,3,Bangkok,0
,Kama Bangkok,4.2,0.03657292,0,0.555555556,0.111111111,0.111111111,0.222222222,business,friend,3,Bangkok,0
,Kama Bangkok,4.2,0.03657292,0,0.555555556,0.111111111,0.111111111,0.222222222,leisure,friend,3,Bangkok,0
,Kama Bangkok,4.2,0.016281002,0,0.555555556,0.111111111,0.111111111,0.222222222,leisure,couple,3,Bangkok,0
,"Kantary House Hotel & Serviced Apartments, Bangkok",2.6,0.114655275,0.173913043,0.434782609,0,0,0.391304348,leisure,family,4,Bangkapi, Bangkok
,Kedkanok Apartment,2.6,0.019722321,0,0.769230769,0.038461538,0.038461538,0.153846154,leisure,friend,No preference,Bangkok,0
,Kedkanok Apartment,2.6,0.019722321,0,0.769230769,0.038461538,0.038461538,0.153846154,business,friend,No preference,Bangkok,0
,Khaosan Immjai,4.2,0.003109054,0.25,0.25,0.175,0.075,0.25,leisure,solo,2,Bangkok,0
,Khaosan Immjai,4.2,0.010229026,0.25,0.25,0.175,0.075,0.25,leisure,couple,2,Bangkok,0
,Klub Hotel,4.2,0.033724932,0.231707317,0.243902439,0.036585366,0.243902439,0.243902439,leisure,solo,3,Pathumwan, Bangkok
,Klub Hotel,4.2,0.033724932,0.231707317,0.243902439,0.036585366,0.243902439,0.243902439,business,solo,3,Pathumwan, Bangkok
,Kokotel Surawong,4.2,0.063035481,0.172839506,0.24691358,0.098765432,0.234567901,0.24691358,leisure,friend,3,Bang Rak, Bangkok
,Kokotel Surawong,4.2,0.050456865,0.172839506,0.24691358,0.098765432,0.234567901,0.24691358,business,family,3,Bang Rak, Bangkok
,Kokotel Surawong,4.2,0.035386258,0.172839506,0.24691358,0.098765432,0.234567901,0.24691358,business,couple,3,Bang Rak, Bangkok
,Kokotel Surawong,4.2,0.035386258,0.172839506,0.24691358,0.098765432,0.234567901,0.24691358,leisure,couple,3,Bang Rak, Bangkok
,Kokotel Surawong,4.2,0.029073217,0.172839506,0.24691358,0.098765432,0.234567901,0.24691358,leisure,solo,3,Bang Rak, Bangkok
,Kokotel Surawong,4.2,0.063035481,0.172839506,0.24691358,0.098765432,0.234567901,0.24691358,business,friend,3,Bang Rak, Bangkok
,Kokotel Surawong,4.2,0.050456865,0.172839506,0.24691358,0.098765432,0.234567901,0.24691358,leisure,family,3,Bang Rak, Bangkok
,Le Meridien Bangkok,4.2,0.222261778,0.2,0.2,0.2,0.2,0.2,leisure,family,5,Bang Rak, Bangkok
,Le Meridien Bangkok,4.2,0.222261778,0.2,0.2,0.2,0.2,0.2,leisure,friend,5,Bang Rak, Bangkok
,Le Meridien Bangkok,4.2,0.10912543,0.2,0.2,0.2,0.2,0.2,leisure,solo,5,Bang Rak, Bangkok
,Le Meridien Bangkok,4.2,0.222261778,0.2,0.2,0.2,0.2,0.2,business,friend,5,Bang Rak, Bangkok
,"Le Royal Meridien, Plaza Athenee Bangkok",4.2,0.126450694,0.2375,0.25,0.0625,0.25,0.2,leisure,solo,5,Pathumwan, Bangkok
,Le Siam Hotel,2.6,0.090447372,0.2,0.2,0.2,0.2,0.2,business,friend,4,Bang Rak, Bangkok
,Le Siam Hotel,2.6,0.090447372,0.2,0.2,0.2,0.2,0.2,leisure,friend,4,Bang Rak, Bangkok
,Le Tada Parkview Hotel,4.2,0.040844903,0.217391304,0.217391304,0.130434783,0.217391304,0.217391304,leisure,couple,4,Pathumwan, Bangkok
,Le Tada Parkview Hotel,4.2,0.040844903,0.217391304,0.217391304,0.130434783,0.217391304,0.217391304,leisure,solo,4,Pathumwan, Bangkok
,Le Tada Parkview Hotel,4.2,0.085700724,0.217391304,0.217391304,0.130434783,0.217391304,0.217391304,leisure,family,4,Pathumwan, Bangkok
,Le Tada Parkview Hotel,4.2,0.040844903,0.217391304,0.217391304,0.130434783,0.217391304,0.217391304,business,solo,4,Pathumwan, Bangkok
,Le Tada Parkview Hotel,4.2,0.040844903,0.217391304,0.217391304,0.130434783,0.217391304,0.217391304,business,couple,4,Pathumwan, Bangkok
,Le Tada Residence,4.2,0.035860923,0.217391304,0.217391304,0.130434783,0.217391304,0.217391304,business,couple,3,Pathumwan, Bangkok
,Le Tada Residence,4.2,0.035860923,0.217391304,0.217391304,0.130434783,0.217391304,0.217391304,leisure,couple,3,Pathumwan, Bangkok
,Lemontea Hotel,2.6,0.071698113,0.231707317,0.243902439,0.036585366,0.243902439,0.243902439,leisure,family,3,Pathumwan, Bangkok
,Lemontea Hotel,2.6,0.071698113,0.231707317,0.243902439,0.036585366,0.243902439,0.243902439,business,family,3,Pathumwan, Bangkok
,Lemontea Hotel,2.6,0.042767296,0.231707317,0.243902439,0.036585366,0.243902439,0.243902439,leisure,solo,3,Pathumwan, Bangkok
,Lemontea Hotel,2.6,0.042767296,0.231707317,0.243902439,0.036585366,0.243902439,0.243902439,business,solo,3,Pathumwan, Bangkok
,LiT BANGKOK Hotel,4.2,0.092820695,0.238095238,0.238095238,0.142857143,0.238095238,0.142857143,leisure,couple,5,Phaya Thai, Bangkok
,LiT BANGKOK Hotel,4.2,0.092820695,0.238095238,0.238095238,0.142857143,0.238095238,0.142857143,business,solo,5,Phaya Thai, Bangkok
,LiT BANGKOK Hotel,4.2,0.092820695,0.238095238,0.238095238,0.142857143,0.238095238,0.142857143,leisure,solo,5,Phaya Thai, Bangkok
,Lily Residence Executive Serviced Apartment,2.6,0.070558918,0.150943396,0.377358491,0.018867925,0.132075472,0.320754717,business,friend,3,Bangkok,0
,Lily Residence Executive Serviced Apartment,2.6,0.070558918,0.150943396,0.377358491,0.018867925,0.132075472,0.320754717,leisure,friend,3,Bangkok,0
,LiveItUp Bangkok,4.2,0.02323484,0.202020202,0.202020202,0.202020202,0.191919192,0.202020202,leisure,family,No preference,Bangkok,0
,LiveItUp Bangkok,4.2,0.004010917,0.202020202,0.202020202,0.202020202,0.191919192,0.202020202,leisure,solo,No preference,Bangkok,0
,LiveItUp Bangkok,4.2,0.031232942,0.202020202,0.202020202,0.202020202,0.191919192,0.202020202,business,friend,No preference,Bangkok,0
,Loft Suanplu,2.6,0.028266287,0.210526316,0.526315789,0.078947368,0,0.184210526,business,solo,No preference,Sathorn, Bangkok
,Loftel 22 Hostel,2.6,0.019722321,0.24,0.4,0.18,0.06,0.12,leisure,friend,2,Bangkok,0
,Loftel 22 Hostel,2.6,0.019722321,0.24,0.4,0.18,0.06,0.12,leisure,family,2,Bangkok,0
,Loftel 22 Hostel,2.6,0.019722321,0.24,0.4,0.18,0.06,0.12,business,friend,2,Bangkok,0
,Loftel Station,3.4,0.024468969,0.344827586,0.344827586,0.086206897,0.068965517,0.155172414,business,family,No preference,Bang Rak, Bangkok
,Loftel Station,3.4,0.013789012,0.344827586,0.344827586,0.086206897,0.068965517,0.155172414,leisure,couple,No preference,Bang Rak, Bangkok
,Loogchoob Homestay,4.2,0.050575531,0.303030303,0.303030303,0.075757576,0.166666667,0.151515152,business,couple,3,Dusit, Bangkok
,Loogchoob Homestay,4.2,0.050575531,0.303030303,0.303030303,0.075757576,0.166666667,0.151515152,leisure,couple,3,Dusit, Bangkok
,Love hostel,4.2,0.006336775,0.253164557,0.253164557,0.164556962,0.075949367,0.253164557,business,couple,No preference,Bangkok,0
,Love hostel,4.2,0.006336775,0.253164557,0.253164557,0.164556962,0.075949367,0.253164557,leisure,couple,No preference,Bangkok,0
,Love hostel,4.2,0.016684467,0.253164557,0.253164557,0.164556962,0.075949367,0.253164557,leisure,friend,No preference,Bangkok,0
,Luz Hostel,4.2,0.004295716,0.142857143,0.317460317,0.19047619,0.174603175,0.174603175,leisure,solo,1,Wattana, Bangkok
,Luz Hostel,4.2,0.013789012,0.142857143,0.317460317,0.19047619,0.174603175,0.174603175,business,couple,1,Wattana, Bangkok
,MD Rose Apartment,1,0.016874333,0.159090909,0.454545455,0,0,0.386363636,leisure,family,No preference,Bangkapi, Bangkok
,MD Rose Apartment,1,0.016874333,0.159090909,0.454545455,0,0,0.386363636,business,family,No preference,Bangkapi, Bangkok
,Maduzi,4.2,0.21407381,0.172413793,0.229885057,0.183908046,0.183908046,0.229885057,business,friend,4,Khlong Toei, Bangkok
,Maduzi,4.2,0.105043313,0.172413793,0.229885057,0.183908046,0.183908046,0.229885057,business,couple,4,Khlong Toei, Bangkok
,Maduzi,4.2,0.21407381,0.172413793,0.229885057,0.183908046,0.183908046,0.229885057,leisure,friend,4,Khlong Toei, Bangkok
,Maduzi,4.2,0.21407381,0.172413793,0.229885057,0.183908046,0.183908046,0.229885057,leisure,family,4,Khlong Toei, Bangkok
,Maduzi,4.2,0.105043313,0.172413793,0.229885057,0.183908046,0.183908046,0.229885057,business,solo,4,Khlong Toei, Bangkok
,Maitria Hotel Sukhumvit 18,4.2,0.073739172,0.194805195,0.25974026,0.181818182,0.103896104,0.25974026,business,solo,4,Khlong Toei, Bangkok
,Maitria Hotel Sukhumvit 18,4.2,0.073739172,0.194805195,0.25974026,0.181818182,0.103896104,0.25974026,business,couple,4,Khlong Toei, Bangkok
,"Marriott Executive Apartments Bangkok ,Sukhumvit Thonglor",4.2,0.185949923,0.28125,0.3125,0.140625,0.078125,0.1875,business,friend,5,Wattana, Bangkok
,"Marriott Executive Apartments Bangkok ,Sukhumvit Thonglor",4.2,0.102147858,0.28125,0.3125,0.140625,0.078125,0.1875,leisure,solo,5,Wattana, Bangkok
,"Marriott Executive Apartments Bangkok ,Sukhumvit Thonglor",4.2,0.102147858,0.28125,0.3125,0.140625,0.078125,0.1875,business,couple,5,Wattana, Bangkok
,Marriott Executive Apartments Mayfair Bangkok,4.2,0.098754005,0.276595745,0.425531915,0.042553191,0.127659574,0.127659574,business,solo,5,Pathumwan, Bangkok
,Marriott Executive Apartments Mayfair Bangkok,4.2,0.098754005,0.276595745,0.425531915,0.042553191,0.127659574,0.127659574,leisure,solo,5,Pathumwan, Bangkok
,Marriott Executive Apartments Sukhumvit Park,4.2,0.205458645,0,0.487804878,0.170731707,0.097560976,0.243902439,business,friend,5,Khlong Toei, Bangkok
,Marvin Suites,2.6,0.04345556,0.179487179,0.512820513,0.051282051,0.076923077,0.179487179,business,friend,3,Sathorn, Bangkok
,Marvin Suites,2.6,0.025655631,0.179487179,0.512820513,0.051282051,0.076923077,0.179487179,business,family,3,Sathorn, Bangkok
,Marvin Suites,2.6,0.04345556,0.179487179,0.512820513,0.051282051,0.076923077,0.179487179,leisure,friend,3,Sathorn, Bangkok
,Meet Up Hostel Bangkok,4.2,0.014975673,0.281690141,0.281690141,0.070422535,0.084507042,0.281690141,business,couple,No preference,Phaya Thai, Bangkok
,Meet Up Hostel Bangkok,4.2,0.014975673,0.281690141,0.281690141,0.070422535,0.084507042,0.281690141,leisure,couple,No preference,Phaya Thai, Bangkok
,Mellow Fellow Hostel,4.2,0.029215616,0.305084746,0.338983051,0.06779661,0.101694915,0.186440678,leisure,friend,2,Phaya Thai, Bangkok
,Mellow Fellow Hostel,4.2,0.029215616,0.305084746,0.338983051,0.06779661,0.101694915,0.186440678,business,friend,2,Phaya Thai, Bangkok
,Mellow Fellow Hostel,4.2,0.004295716,0.305084746,0.338983051,0.06779661,0.101694915,0.186440678,leisure,solo,2,Phaya Thai, Bangkok
,Mellow Fellow Hostel,4.2,0.01260235,0.305084746,0.338983051,0.06779661,0.101694915,0.186440678,leisure,couple,2,Phaya Thai, Bangkok
,Mercure Bangkok Siam,4.2,0.079791148,0.192307692,0.256410256,0.153846154,0.256410256,0.141025641,leisure,family,4,Phaya Thai, Bangkok
,Mercure Bangkok Siam,4.2,0.071413314,0.192307692,0.256410256,0.153846154,0.256410256,0.141025641,business,solo,4,Phaya Thai, Bangkok
,Mercure Bangkok Siam,4.2,0.146837546,0.192307692,0.256410256,0.153846154,0.256410256,0.141025641,leisure,friend,4,Phaya Thai, Bangkok
,Mercure Bangkok Siam,4.2,0.071413314,0.192307692,0.256410256,0.153846154,0.256410256,0.141025641,leisure,couple,4,Phaya Thai, Bangkok
,Mercure Bangkok Siam,4.2,0.079791148,0.192307692,0.256410256,0.153846154,0.256410256,0.141025641,business,family,4,Phaya Thai, Bangkok
,Mercure Bangkok Siam,4.2,0.146837546,0.192307692,0.256410256,0.153846154,0.256410256,0.141025641,business,friend,4,Phaya Thai, Bangkok
,Mercure Bangkok Siam,4.2,0.071413314,0.192307692,0.256410256,0.153846154,0.256410256,0.141025641,leisure,solo,4,Phaya Thai, Bangkok
,Mercure Bangkok Siam,4.2,0.071413314,0.192307692,0.256410256,0.153846154,0.256410256,0.141025641,business,couple,4,Phaya Thai, Bangkok
,Methavalai Residence,4.2,0.02660496,0.27027027,0.27027027,0.175675676,0.121621622,0.162162162,business,couple,3,Bangkok,0
,Metro Pratunam Boutique Hotel,2.6,0.057695503,0.192307692,0.384615385,0.057692308,0.211538462,0.153846154,business,family,3,Pathumwan, Bangkok
,Metro Pratunam Boutique Hotel,2.6,0.085463391,0.192307692,0.384615385,0.057692308,0.211538462,0.153846154,leisure,family,3,Pathumwan, Bangkok
,Metropole The Crest Collection by The Ascott Limited,3.4,0.06749733,0.230769231,0.384615385,0.153846154,0.076923077,0.153846154,leisure,couple,5,Huai Khwang, Bangkok
,Micro Hostel,3.4,0.016162335,0.207792208,0.25974026,0.012987013,0.25974026,0.25974026,business,couple,No preference,Pathumwan, Bangkok
,Micro Hostel,3.4,0.016162335,0.207792208,0.25974026,0.012987013,0.25974026,0.25974026,leisure,couple,No preference,Pathumwan, Bangkok
,Micro Hostel,3.4,0.042268898,0.207792208,0.25974026,0.012987013,0.25974026,0.25974026,business,friend,No preference,Pathumwan, Bangkok
,Millennium Hilton Bangkok,2.6,0.146837546,0.214285714,0.357142857,0.160714286,0.125,0.142857143,business,family,5,Bangkok,0
,Miracle Grand Convention Hotel,2.6,0.042245164,0.181818182,0.606060606,0.090909091,0,0.121212121,business,family,4,Laksi, Bangkok
,Mode Sathorn Hotel,4.2,0.081666073,0.206896552,0.344827586,0.051724138,0.172413793,0.224137931,leisure,solo,4,Sathorn, Bangkok
,Mode Sathorn Hotel,4.2,0.081666073,0.206896552,0.344827586,0.051724138,0.172413793,0.224137931,business,solo,4,Sathorn, Bangkok
,Mode Sathorn Hotel,4.2,0.081666073,0.206896552,0.344827586,0.051724138,0.172413793,0.224137931,leisure,couple,4,Sathorn, Bangkok
,Mon Lodge & Yoga Donmueang,4.2,0.022095645,0,0.8,0.12,0.04,0.04,leisure,couple,3,Donmuang, Bangkok
,Mon Lodge & Yoga Donmueang,4.2,0.022095645,0,0.8,0.12,0.04,0.04,business,couple,3,Donmuang, Bangkok
,Mon Lodge & Yoga Donmueang,4.2,0.038708912,0,0.8,0.12,0.04,0.04,business,friend,3,Donmuang, Bangkok
,Mon Lodge & Yoga Donmueang,4.2,0.035148926,0,0.8,0.12,0.04,0.04,leisure,family,3,Donmuang, Bangkok
,Mon Lodge & Yoga Donmueang,4.2,0.038708912,0,0.8,0.12,0.04,0.04,leisure,friend,3,Donmuang, Bangkok
